ID.format,ID.completed,ID.case,ID.interviewer,ID.date,ID.start,ID.endDate,ID.end,ID.time,ID.name,Q1,Q2,Q3a,Q3b,Q3c,Q4,Q5:1,Q5:2,Q5:3,Q5:4,Q5:5,Q6,Q7,Q8,Q9,Q10:1,Q10:2,Q10:3,Q11,Q12,Q13,Q14,Q15,Q16:1,Q16:2,Q16:3,Q16:4,Q17,Q18a,Q19,Q20a,Q20b,Q20c,Q20d,Q21a,Q21b,Q21c,Q21d,Q22,Q23,Q24,Q25,Q26,Q27a,Q28a,Q29,Q30,Q31,NewNetEasy,Q32,Q33:1,Q33:2,Q33:3,Q33:4,Q33:5,Q34a,Q35,OverallSat,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47:1,Q47:2,Q47:3,Q47:4,Q47:5,Q47:6,Q47:7,Q47:8,Q48
Web: Snap WebHost,completed,85ac6623-5a00-45fa-bf45-d395d0bad254,,17/11/2021,12:57:54,17/11/2021,13:03:56,6.03,ARJE7316OL809,Yes,No,Fair,Fair,Fair,Its form filling,,,,,None,,No,,No,,,,,,,,,,,,,,,,,,,,Fair,Fair,Fair,Fair,Yes,Yes,,,,5,Neither easy nor difficult,Nothing its rubbish,New service is barely fit for purpose,Go back to the old version,Neither easy nor difficult,,,,,,None of the above,,,Completely dissatisfied 1,New service is barely fit for purpose its awful waste of time and effort and will be looking to Indeed or another external providor or even go back to CV's because the new system is garbage,GP practice,,North East and Yorkshire,,Other job role (please type in the box below),Practice Manager,Less frequently than quarterly,4 to 6 months,2,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,38bbe136-293e-48b5-ad9b-b3abcef3e6af,,18/11/2021,17:02:25,19/11/2021,11:37:40,1115.25,ARJE3033YQ323,Yes,No,Excellent,Excellent,Excellent,,,,,,None,,Yes,,Yes,Email,,,,Four times,"Yes, fully",,Yes,,,,,,Extremely easy,,Completely satisfied 10,,Completely satisfied 10,Completely satisfied 10,Excellent,Excellent,Good,Excellent,Yes,Yes,,"As a trac user, having to complete the 3 boxes is a bit of a pain for us to be honest",Jamie and his team were ace!,9,Fairly easy,we only use it as a jobs board,see above,"too many boxes as we use trac, it is giving us a bit more work to do our end which isn't good",Fairly easy,,,,,,None of the above,,,8,,NHS Trust/Health Board,,North East and Yorkshire,,HR Manager or equivalent,,At least once per day,2 to 3 months,50,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,8af5b6f0-5a05-4798-939c-ee750d2bf562,,19/11/2021,23:24:25,19/11/2021,23:26:33,2.13,ARJE4903FA909,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly easy,,Frequently asked questions (FAQs),User guides,Videos,,,Useful,,7,I had an issue when shortlisting and the system would not let me go back into the applicant I was shortlisting therefore scored 0.,Clinical Commissioning Group (CCG),,East of England,,HR Manager or equivalent,,Less frequently than quarterly,1 month,1,NHS Jobs solely,,,,,,,,,
Web: mobile,completed,5e806048-7aaf-4fad-a8cd-1cf4e6f6851a,,20/11/2021,14:55:27,20/11/2021,14:57:59,2.53,ARJE3241VX434,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,,,,,,None of the above,,,7,,GP practice,,Midlands,,NHS Jobs Super User,,Less frequently than quarterly,12 months or more,2,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Own website
Web: mobile,completed,9b458458-699f-4cb6-a74f-8e2871d91355,,20/11/2021,16:30:11,20/11/2021,16:34:42,4.52,ARJE1355KA857,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It is much clearer & easier to follow.,The step by step guide.,I can't think of anything.,Extremely easy,,,,,,None of the above,,,Completely satisfied 10,"It is simple to use, the instructions are clear.",GP practice,,London,,NHS Jobs Super User,,Less frequently than quarterly,7 to 11 months,3,NHS Jobs solely,,,,,,,,,
Web: mobile,completed,19e8f021-3e79-4fca-bb1f-b3b146e7a554,,20/11/2021,17:52:11,20/11/2021,17:54:29,2.3,ARJE3747TQ633,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clear portal,Posting job,More email updates when someone applies,Neither easy nor difficult,,,,,,None of the above,,,5,Could be better with email updates,,,,,,,,,,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,96c3b773-ec0a-477b-99bc-962e95697012,,20/11/2021,18:50:53,20/11/2021,18:56:37,5.73,ARJE7155JX658,Yes,No,Fair,Fair,Good,,,Communications from NHS Jobs,"Technical issues (e.g. internet service, firewalls, web browser compatibility)",Other (Please type in the box below),,Timeframe for accessing the link was too short,Yes,,Yes,Email,,,,Once,"Yes, fully",,Yes,,,,,,Very easy,,7,,8,9,Good,Good,Good,Good,Yes,Yes,,,,8,Neither easy nor difficult,,,,Neither easy nor difficult,,,,,,None of the above,,,2,The use after people apply if awful,GP practice,,North East and Yorkshire,,Hiring/Recruiting Manager,,Quarterly,12 months or more,5,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Indeed
Web: mobile,completed,936534c8-ec41-40c2-9213-f74901e52b78,,21/11/2021,07:19:31,21/11/2021,07:25:43,6.2,ARJE6639DM419,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Giving more details once shortlisted. Ie home address, reference contacts, etc as we did on old system.",Neither easy nor difficult,,,,,,None of the above,,,4,Not user friendly. Not enough information. Employer has to chase info.,GP practice,,Midlands,,Hiring/Recruiting Manager,,Less frequently than quarterly,12 months or more,7,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,631c16e9-63ce-44a8-a954-acca400e79f5,,21/11/2021,15:27:18,21/11/2021,15:34:54,7.6,ARJE9588ND571,Yes,No,Fair,Fair,Fair,It's not an easy process,Completion of the on-boarding form,,,,,,No,"With information about the Practice already on one system I thought that it would automatically be transported across which it wasn't, disappointingly",No,,,,,,,,,,,,,,,,,,,,Fair,Fair,Fair,Fair,"No, there were not enough communications","No, I felt some information was missing",,Keep it simple - we are all extremely busy and there's no need to overcomplicate the process.  Did this new system get piloted by any GP Practices who don't use NHS jobs very often?,,6,Neither easy nor difficult,,The initial setting the scene,"Again, it's over complicated",Neither easy nor difficult,,Frequently asked questions (FAQs),,,,,Useful,,7,the process is too long and over complicated,GP practice,,South West,,NHS Jobs Super User,,Less frequently than quarterly,12 months or more,3,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),CCG and Wessex LMC jobs
Web: Snap WebHost,completed,a44af12a-4ad5-4093-95f4-8e83e31eb95b,,22/11/2021,07:25:48,22/11/2021,07:31:04,5.27,ARJE9542GY379,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,,,,,,None of the above,,,5,,Hospice,,Midlands,,Reviewer/Shortlister,,Less frequently than quarterly,4 to 6 months,2,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),"Total jobs, Indeed, Social Media"
Web: Snap WebHost,completed,0de62da8-0edd-4a15-8033-c83c3bd33a66,,22/11/2021,08:22:38,22/11/2021,08:30:09,7.52,ARJE9699XQ815,Yes,No,Fair,Fair,Fair,,,,,Other (Please type in the box below),,The system told me I had two accounts which I do.  However one is my personal account to apply for jobs etc.,Yes,,No,,,,,,,,,,,,,,,,,,,,Poor,Poor,Poor,Poor,"No, there were not enough communications","No, I felt some information was missing",I did not receive any to myself and I became reliant on an Operations Manager at a practice keeping me informed.  I think most PCN Managers were left out of the loop but this could be the HO not having a list of current PCN's and their teams.,Step by step instructions,,5,Fairly difficult,I can not tell the differance,,,Neither easy nor difficult,,,,,,None of the above,,,5,,GP practice,,South West,,Hiring/Recruiting Manager,,Monthly,4 to 6 months,6,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,78c78bb3-b072-46a7-b905-27912232ceed,,22/11/2021,08:27:03,22/11/2021,08:32:41,5.63,ARJE6335DL785,Yes,No,,Good,Good,,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Yes,Yes,,,,9,Very easy,,,,Very easy,,,,,,None of the above,,,8,,GP practice,,North East and Yorkshire,,Hiring/Recruiting Manager,,Quarterly,12 months or more,2,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,9e2d6d47-ee61-41bb-83f8-c1b3f00227e3,,22/11/2021,09:05:39,22/11/2021,09:11:16,5.62,ARJE9315SM451,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Job description,All,length,Very easy,,,,,,None of the above,,,8,,Other NHS organisation,,North West,,Recruitment Team Manager,,Less frequently than quarterly,12 months or more,2,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,c38709f2-a47a-42f7-8adc-319028a3e5f7,,10/11/2021,17:06:38,22/11/2021,09:30:38,16824,ARJE5872CB875,Yes,No,Fair,Good,Fair,,,Communications from NHS Jobs,,,,,No,there are no details for candidate  to contact,Yes,,Telephone,,,Three times,No,,No,,it took too long to get through on the phone?,,,,Fairly difficult,,,2,,Completely dissatisfied 1,Good,Good,,Good,"No, there were not enough communications","No, I felt some information was missing",,make it easy,,5,Fairly difficult,,,,Neither easy nor difficult,,Frequently asked questions (FAQs),User guides,,,,Useful,,5,,GP practice,,London,,HR Manager or equivalent,,Less frequently than quarterly,4 to 6 months,6,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),indeed and fish for jobs
Web: Snap WebHost,completed,09a75fbe-dc00-45be-91d3-938a22413ed9,,16/11/2021,15:14:08,22/11/2021,09:51:44,8317.6,ARJE4646VS361,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly easy,,Frequently asked questions (FAQs),,,,,Very useful,,8,,GP practice,,North East and Yorkshire,,Recruitment Team Manager,,Less frequently than quarterly,12 months or more,5,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,1a2a34b8-69dc-4215-8b94-329ae25113a5,,22/11/2021,09:52:22,22/11/2021,09:58:16,5.9,ARJE7794CB527,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The simplicity of using the forms and building the advert.,The limited of characters per field for the advert - we felt the character numbers were very limited and often didn't get to include everything we wanted to. Candidates are required to download the new version and it was a concern some may be put off by this and just apply for positions where they could go through the older platform.,Fairly easy,,Frequently asked questions (FAQs),User guides,,,,Useful,,7,The limited characters caused us an issue - we found we were also getting limited hits on the new site.,Local Authority,,London,,NHS Jobs Super User,,Weekly,12 months or more,,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Local organisational recruitment system.
Web: Snap WebHost,completed,38b1d750-90a0-44c1-90f0-a17684ce3c5f,,22/11/2021,10:12:01,22/11/2021,10:19:23,7.37,ARJE6100FQ990,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the limitation of characters is quite restrictive,Neither easy nor difficult,,,,,,None of the above,,,7,its better than old nhs jobs but still not great,Other organisation type (please type in the box below),GP Federation,South East,,HR Manager or equivalent,,Monthly,12 months or more,4,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Indeed
Web: Snap WebHost,completed,2ff0a1f8-a4fb-47a6-8b76-814f1207d3d5,,10/11/2021,14:04:12,22/11/2021,10:34:34,17070.37,ARJE8404CO765,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On-boarding, Video Interviews",Advertising,Dashboard,Neither easy nor difficult,,Frequently asked questions (FAQs),User guides,,,,Useful,,5,,Hospice,,South West,,Recruitment Officer,,Fortnightly,12 months or more,60,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Talos
Web: Snap WebHost,completed,3d50c467-980e-4e69-9caf-e4698453b40d,,22/11/2021,11:25:59,22/11/2021,11:39:46,13.78,ARJE1354HX699,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,As we are not using the full onboarding facility it is a long winded process to obtain candidates details.    It also looks like all our vacancies are overdue. It would be helpful if there was a way of closing them directly after downloading the applications. Especially those that didn't have any applicants.,Fairly difficult,as above,Frequently asked questions (FAQs),User guides,Videos,,,Useful,The answers where readily available,7,It is a good advertising platform for us,Hospice,,South East,,Other job role (please type in the box below),HR Administrator,Weekly,12 months or more,80,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),In House
Web: Snap WebHost,completed,cbb320f1-b084-45c0-b340-fdc2bfe6d3e7,,22/11/2021,13:21:42,22/11/2021,13:28:31,6.82,ARJE6444SA117,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shortlisting,"We don't complete all our offering and onwards via NHS jobs, i would like an option to remove/archive jobs that have been recruited to but are still showing as needing tasks completed (as we do this outside of NHS jobs)  Make finding the dashboard clearer Make setting up adverts easier - option to create organisational templates for specific roles which can then be edited? Shortlisting - system allows us to allow unsuccessful candidates to ask for feedback - but this is impossible as at this stage we do not know their names, would help if the auto email to inform not successful contained their candidate number. Add option to add panel members who are not from our organisation - at present I have to add this longhand",Fairly easy,,,,,,None of the above,,,6,As over,GP practice,,North East and Yorkshire,,Hiring/Recruiting Manager,,Fortnightly,7 to 11 months,12,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,a313608f-03c6-46b2-b9d9-93996c2ca5d8,,22/11/2021,14:17:00,22/11/2021,14:23:09,6.15,ARJE2232FK979,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ease of Accessibility,Clarity of adding a role,unsure,Very easy,,,User guides,,,,Useful,"time restrictions on accessing various support packages, compared to printed guide, as can refer back to in available time",7,,GP practice,,North West,,Other job role (please type in the box below),Practice Manager,Less frequently than quarterly,4 to 6 months,2,A combination of NHS Jobs and another system,,,,,,,,,
Web: Snap WebHost,completed,9901ccf9-b689-457e-9489-f3b4a3559161,,23/11/2021,09:30:47,23/11/2021,09:34:29,3.7,ARJE2768VC147,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,never used old service so cant comment,,the assessment part was very dofficult to sort out,Extremely difficult,see above,,,,,None of the above,,,4,found it difficult to score and coulldnt see cvuntil final date,GP practice,,London,,Other job role (please type in the box below),gpn,Quarterly,2 to 3 months,2,Not sure,,,,,,,,,
Web: Snap WebHost,completed,19849825-4392-46ca-9489-e1294a869913,,10/11/2021,14:49:23,23/11/2021,13:13:31,18624.13,ARJE1658FS962,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ease of use,The option to give a short description and then upload JD,Option to close the job advert without going through the shortlisting/interview notification process,Very easy,,,,,,None of the above,,,9,It's very quick and easy to use once one knows one's way around,Local Authority,,London,,Hiring/Recruiting Manager,,Less frequently than quarterly,12 months or more,2,A combination of NHS Jobs and another system,,,,,,Oleeo,,,
Web: Snap WebHost,completed,2522d432-28a4-484f-85d1-de1430124e19,,24/11/2021,12:18:42,24/11/2021,12:25:17,6.58,ARJE1250OI144,Yes,No,Poor,Poor,Poor,,,Communications from NHS Jobs,,,,,No,,No,,,,,,,,,,,,,,,,,,,,Fair,Fair,Fair,Fair,"No, there were not enough communications","No, I felt some information was missing",,,,4,Fairly difficult,,being able to post the adverts,being able to opt out of the system and manage from shortlisting and cancel tasks outstanding,Fairly difficult,,,,,NHS Jobs training website,,Not at all useful,,3,,Other organisation type (please type in the box below),,East of England,,Other job role (please type in the box below),Service Manager,Less frequently than quarterly,12 months or more,4,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),organisational
